Haringey,Studio,20,925,849,865,925,1010
Haringey,One Bedroom,140,1279,1150,1200,1290,1395
Haringey,Two Bedrooms,190,1558,1381,1400,1500,1650
Haringey,Three Bedrooms,70,1999,1750,1800,1950,2200
Haringey,Four or More Bedrooms,60,2495,1675,1750,2300,3150
Harrow,Room,10,531,455,500,542,600
Harrow,Studio,60,848,775,800,850,950
Harrow,One Bedroom,190,1073,995,1000,1075,1175
Harrow,Two Bedrooms,380,1349,1250,1250,1325,1400
Harrow,Three Bedrooms,280,1676,1550,1600,1650,1750
Harrow,Four or More Bedrooms,110,2061,1800,1800,1950,2250
Havering,Room,20,578,492,492,617,624
Havering,Studio,10,690,673,695,700,733
Havering,One Bedroom,200,904,825,850,900,975
Havering,Two Bedrooms,320,1132,1050,1050,1120,1240
Havering,Three Bedrooms,280,1389,1300,1300,1375,1500
Havering,Four or More Bedrooms,60,1802,1550,1600,1700,1900
Hillingdon,Room,40,585,437,492,550,671
Hillingdon,Studio,130,802,700,725,790,895
Hillingdon,One Bedroom,510,1057,950,950,1025,1150
Hillingdon,Two Bedrooms,750,1283,1200,1200,1275,1400
Hillingdon,Three Bedrooms,290,1486,1300,1350,1490,1600
Hillingdon,Four or More Bedrooms,140,2069,1750,1760,1950,2250
Hounslow,Room,70,602,500,542,598,667
Hounslow,Studio,110,806,750,750,795,850
Hounslow,One Bedroom,440,1123,975,1000,1073,1250
Hounslow,Two Bedrooms,670,1354,1200,1200,1300,1400
Hounslow,Three Bedrooms,350,1671,1450,1500,1600,1750
Hounslow,Four or More Bedrooms,140,2394,1700,1750,2000,2699
Islington,Room,-,..,..,..,..,..
Islington,Studio,10,1400,1126,1126,1343,1795
Islington,One Bedroom,160,1557,1349,1397,1517,1706
Islington,Two Bedrooms,170,2031,1650,1690,1846,2123
Islington,Three Bedrooms,40,2468,2190,2195,2343,2750
Islington,Four or More Bedrooms,20,3649,3098,3142,3467,3945
Kensington and Chelsea,Room,-,..,..,..,..,..
Kensington and Chelsea,Studio,140,1383,1235,1270,1365,1517
Kensington and Chelsea,One Bedroom,540,2069,1700,1733,1950,2243
Kensington and Chelsea,Two Bedrooms,680,2982,2210,2275,2708,3358
Kensington and Chelsea,Three Bedrooms,210,4906,3445,3678,4550,5417
Kensington and Chelsea,Four or More Bedrooms,80,8131,5000,5742,7475,11000
Kingston upon Thames,Room,110,506,476,492,500,550
Kingston upon Thames,Studio,20,842,795,800,850,900
Kingston upon Thames,One Bedroom,190,1102,1000,1000,1100,1185
Kingston upon Thames,Two Bedrooms,270,1374,1238,1250,1350,1450
Kingston upon Thames,Three Bedrooms,150,1731,1500,1600,1750,1900
Kingston upon Thames,Four or More Bedrooms,70,2407,1925,2000,2200,2500
Lambeth,Room,10,668,595,625,663,775
Lambeth,Studio,40,1172,850,925,1127,1517
Lambeth,One Bedroom,350,1499,1300,1350,1495,1700
Lambeth,Two Bedrooms,600,1743,1490,1517,1699,1995
Lambeth,Three Bedrooms,210,2356,1907,2000,2275,2625
Lambeth,Four or More Bedrooms,100,3247,2842,2997,3250,3625
Lewisham,Room,40,615,500,500,592,700
Lewisham,Studio,90,881,800,800,850,950
Lewisham,One Bedroom,460,1170,1000,1050,1150,1325
Lewisham,Two Bedrooms,530,1371,1220,1250,1350,1500
Lewisham,Three Bedrooms,170,1659,1500,1500,1600,1795
Lewisham,Four or More Bedrooms,40,2126,1800,1850,2100,2400
Merton,Room,10,632,550,560,642,732
Merton,Studio,40,1089,900,925,980,1150
Merton,One Bedroom,430,1241,1100,1150,1250,1350
Merton,Two Bedrooms,620,1560,1375,1400,1500,1650
Merton,Three Bedrooms,250,2037,1700,1750,1950,2250
Merton,Four or More Bedrooms,190,2928,2300,2400,2665,3050
Newham,Room,30,844,467,549,613,817
Newham,Studio,60,1114,1075,1100,1161,1211
Newham,One Bedroom,390,1220,1100,1100,1175,1400
Newham,Two Bedrooms,560,1501,1310,1350,1450,1700
Newham,Three Bedrooms,300,1747,1575,1600,1700,1900
Newham,Four or More Bedrooms,100,2012,1800,1850,1950,2150
Redbridge,Room,40,873,592,592,722,910
Redbridge,Studio,50,760,676,695,753,850
Redbridge,One Bedroom,280,1035,920,950,1050,1150
Redbridge,Two Bedrooms,450,1296,1200,1200,1275,1400
Redbridge,Three Bedrooms,240,1587,1450,1500,1600,1700
Redbridge,Four or More Bedrooms,80,2120,1850,1900,2025,2400
Richmond upon Thames,Room,-,..,..,..,..,..
Richmond upon Thames,Studio,50,977,850,900,950,1083
Richmond upon Thames,One Bedroom,400,1291,1150,1195,1275,1400
Richmond upon Thames,Two Bedrooms,810,1698,1450,1475,1600,1850
Richmond upon Thames,Three Bedrooms,340,2234,1695,1750,2000,2596
Richmond upon Thames,Four or More Bedrooms,210,3917,2750,2950,3425,4250
Southwark,Room,20,670,600,625,642,700
Southwark,Studio,40,1091,980,1000,1098,1209
Southwark,One Bedroom,420,1422,1242,1250,1350,1560
Southwark,Two Bedrooms,510,1771,1500,1549,1650,1900
Southwark,Three Bedrooms,170,2184,1875,1900,2150,2400
Southwark,Four or More Bedrooms,60,2773,2400,2500,2625,3017
Sutton,Room,10,605,537,537,567,750
Sutton,Studio,50,773,750,750,775,800
Sutton,One Bedroom,410,927,875,895,925,995
Sutton,Two Bedrooms,560,1171,1090,1100,1175,1250
Sutton,Three Bedrooms,170,1493,1375,1400,1500,1600
Sutton,Four or More Bedrooms,50,1917,1700,1750,1895,2000
Tower Hamlets,Room,40,650,582,592,642,712
Tower Hamlets,Studio,130,1334,1200,1226,1350,1404
Tower Hamlets,One Bedroom,570,1520,1350,1363,1453,1625
Tower Hamlets,Two Bedrooms,700,1895,1600,1635,1750,2000
Tower Hamlets,Three Bedrooms,230,2339,1975,2000,2230,2400
Tower Hamlets,Four or More Bedrooms,60,2928,2435,2500,2773,3228
Waltham Forest,Room,20,619,592,617,642,642
Waltham Forest,Studio,40,839,701,750,850,935
Waltham Forest,One Bedroom,390,1122,1000,1000,1100,1200
Waltham Forest,Two Bedrooms,520,1373,1205,1250,1350,1500
Waltham Forest,Three Bedrooms,210,1648,1495,1500,1625,1750
Waltham Forest,Four or More Bedrooms,90,1998,1750,1800,1950,2200
Wandsworth,Room,-,..,..,..,..,..
Wandsworth,Studio,50,1054,950,972,1050,1235
Wandsworth,One Bedroom,450,1418,1275,1300,1400,1550
Wandsworth,Two Bedrooms,810,1814,1550,1595,1750,2000
Wandsworth,Three Bedrooms,330,2285,1820,1895,2250,2600
Wandsworth,Four or More Bedrooms,210,3114,2350,2500,3000,3500
Westminster,Room,10,865,750,757,867,953
Westminster,Studio,220,1315,1213,1213,1213,1391
Westminster,One Bedroom,510,2088,1640,1712,1950,2410
Westminster,Two Bedrooms,550,2874,2200,2300,2659,3205
Westminster,Three Bedrooms,180,4196,3020,3146,3900,4875
Westminster,Four or More Bedrooms,40,7292,4073,4247,6025,9962
Source: VOA’s administrative database as at December 2020,,,,,,,
,,,,,,,
Table notes,,,,,,,
All averages and measures are expressed in £ values and rounded to the nearest £1.,,,,,,,
Counts are rounded to the nearest 10.,,,,,,,
Statistics derived from fewer than five observations have been suppressed and denoted by '-'.,,,,,,,
Values denoted by '.'  are not applicable.,,,,,,,
Values denoted by '..' are not available.,,,,,,,
,,,,,,,
Please note,,,,,,,
The sample used to produce these statistics is not statistical and may not be consistent over time as such these data should not be compared across time periods or between areas.,,,,,,,
,,,,,,,
,,,,,,,
Housing Benefit claimants are not included in the sample.,,,,,,,
,,,,,,,
"Room - non self-contained single room with shared facilities. Includes bedsits, single rooms in a house or flat shared with other tenants, and single rooms rented from a resident landlord.",,,,,,,
,,,,,,,
Studio - self-contained single roomed property with own kitchen and bath/shower/WC facilities.,,,,,,,
,,,,,,,
"One Bedroom - self-contained properties with one bedroom including houses, bungalows, flats and maisonettes.",,,,,,,
,,,,,,,
"Two Bedrooms - self-contained properties with two bedrooms including houses, bungalows, flats and maisonettes.",,,,,,,
,,,,,,,
"Three Bedrooms - self-contained properties with three bedrooms including houses, bungalows, flats and maisonettes.",,,,,,,
,,,,,,,
"Four or more Bedrooms - self-contained properties with four or more bedrooms including houses, bungalows, flats and maisonettes.",,,,,,,
,,,,,,,
Mean - a measure of central tendency often referred to as the average. Given a series of values the arithmetic mean is calculated by summing all these values together and dividing by the count of these values.,,,,,,,
,,,,,,,
,,,,,,,
Median - when a series of numbers are arranged by order of magnitude the median represents the middle value. Where there is an even number of values the median is the mean of the two values closest to value in the centre of that distribution.,,,,,,,
,,,,,,,
,,,,,,,
Lower quartile - when a series of values are arranged by size the lower quartile (or 25th percentile) is the value that splits the lowest 25 per cent of the data from the highest 75 per cent.,,,,,,,
,,,,,,,
Upper quartile - when a series of values are arranged by size the upper quartile (or 75th percentile) is the value that splits the highest 25 per cent of the data from the lowest 75 per cent.,,,,,,,
,,,,,,,
30th percentile - when a series of values are arranged by size the 30th percentile) is the value that splits the lowest 30 per cent of the data from the highest 70 per cent.,,,,,,,
,,,,,,,
,,,,,,,
Back to Top,,,,,,,
